source_prefix	source_identifier	source_name	relation	target_prefix	target_identifier	target_name
kegg.pathway	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2889	Oxytocin signaling
kegg.pathway	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2889	Oxytocin signaling
kegg.pathway	hsa04922	Glucagon signaling pathway - Homo sapiens (human)	BFO:0000050	decopath	DC3-33	Glucagon signaling pathway
kegg.pathway	hsa04922	Glucagon signaling pathway - Homo sapiens (human)	skos:exactMatch	reactome	R-HSA-163359	Glucagon signaling in metabolic regulation
kegg.pathway	hsa04922	Glucagon signaling pathway - Homo sapiens (human)	skos:exactMatch	reactome	R-HSA-163359	Glucagon signaling in metabolic regulation
kegg.pathway	hsa04922	Glucagon signaling pathway - Homo sapiens (human)	BFO:0000050	wikipathways	WP1541	Energy Metabolism
kegg.pathway	hsa04922	Glucagon signaling pathway - Homo sapiens (human)	BFO:0000050	wikipathways	WP500	Glycogen Metabolism
kegg.pathway	hsa04922	Glucagon signaling pathway - Homo sapiens (human)	BFO:0000050	wikipathways	WP534	Glycolysis and Gluconeogenesis
kegg.pathway	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-556833	Metabolism of lipids
kegg.pathway	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)	BFO:0000050	wikipathways	WP3965	Lipid Metabolism Pathway
kegg.pathway	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-1430728	Metabolism
kegg.pathway	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)	BFO:0000050	wikipathways	WP237	Glucocorticoid and Mineralcorticoid Metabolism
kegg.pathway	hsa04927	Cortisol synthesis and secretion - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-1430728	Metabolism
kegg.pathway	hsa04927	Cortisol synthesis and secretion - Homo sapiens (human)	BFO:0000050	wikipathways	WP237	Glucocorticoid and Mineralcorticoid Metabolism
kegg.pathway	hsa04930	Type II diabetes mellitus - Homo sapiens (human)	BFO:0000050	decopath	DC6-1	Type II diabetes mellitus
kegg.pathway	hsa04930	Type II diabetes mellitus - Homo sapiens (human)	skos:exactMatch	wikipathways	WP1584	Type II diabetes mellitus
kegg.pathway	hsa04930	Type II diabetes mellitus - Homo sapiens (human)	skos:exactMatch	wikipathways	WP1584	Type II diabetes mellitus
kegg.pathway	hsa04931	Insulin resistance - Homo sapiens (human)	BFO:0000050	wikipathways	WP1584	Type II diabetes mellitus
kegg.pathway	hsa04931	Insulin resistance - Homo sapiens (human)	BFO:0000050	wikipathways	WP3635	Insulin signalling in human adipocytes (diabetic condition)
kegg.pathway	hsa04962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	BFO:0000050	decopath	DC1-6-7	Vasopressin-regulated water reabsorption
kegg.pathway	hsa04962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	skos:exactMatch	reactome	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
kegg.pathway	hsa04962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	skos:exactMatch	reactome	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
kegg.pathway	hsa04971	Gastric acid secretion - Homo sapiens (human)	BFO:0000050	decopath	DC1-6-0-1	Gastric acid secretion
kegg.pathway	hsa04971	Gastric acid secretion - Homo sapiens (human)	BFO:0000050	pathbank	PW000565	Gastric Acid Production
kegg.pathway	hsa04971	Gastric acid secretion - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
kegg.pathway	hsa04971	Gastric acid secretion - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
kegg.pathway	hsa04974	Protein digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-392499	Metabolism of proteins
kegg.pathway	hsa04974	Protein digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963676	Intestinal absorption
kegg.pathway	hsa04974	Protein digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963743	Digestion and absorption
kegg.pathway	hsa04975	Fat digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963676	Intestinal absorption
kegg.pathway	hsa04975	Fat digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963743	Digestion and absorption
kegg.pathway	hsa04976	Bile secretion - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8935690	Digestion
kegg.pathway	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	BFO:0000050	decopath	DC1-5	Vitamin metabolism
kegg.pathway	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-196854	Metabolism of vitamins and cofactors
kegg.pathway	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963676	Intestinal absorption
kegg.pathway	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963743	Digestion and absorption
kegg.pathway	hsa04978	Mineral absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-382551	Transport of small molecules
kegg.pathway	hsa04978	Mineral absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963676	Intestinal absorption
kegg.pathway	hsa04978	Mineral absorption - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-8963743	Digestion and absorption
kegg.pathway	hsa04979	Cholesterol metabolism - Homo sapiens (human)	BFO:0000050	decopath	DC1-3-4	Steroid metabolism
kegg.pathway	hsa04979	Cholesterol metabolism - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-1430728	Metabolism
kegg.pathway	hsa05010	Alzheimer disease - Homo sapiens (human)	BFO:0000050	decopath	DC6-9	Alzheimer's disease
kegg.pathway	hsa05010	Alzheimer disease - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2059	Alzheimers Disease
kegg.pathway	hsa05010	Alzheimer disease - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2059	Alzheimers Disease
kegg.pathway	hsa05012	Parkinson's disease - Homo sapiens (human)	BFO:0000050	decopath	DC6-8	Parkinson's disease
kegg.pathway	hsa05012	Parkinson's disease - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2371	Parkinsons Disease Pathway
kegg.pathway	hsa05012	Parkinson's disease - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2371	Parkinsons Disease Pathway
kegg.pathway	hsa05014	Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	BFO:0000050	decopath	DC6-4	Amyotrophic lateral sclerosis
kegg.pathway	hsa05014	Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2447	Amyotrophic lateral sclerosis (ALS)
kegg.pathway	hsa05014	Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2447	Amyotrophic lateral sclerosis (ALS)
kegg.pathway	hsa05020	Prion diseases - Homo sapiens (human)	BFO:0000050	decopath	DC6-5	Prion disease
kegg.pathway	hsa05020	Prion diseases - Homo sapiens (human)	skos:exactMatch	wikipathways	WP3995	Prion disease pathway
kegg.pathway	hsa05020	Prion diseases - Homo sapiens (human)	skos:exactMatch	wikipathways	WP3995	Prion disease pathway
kegg.pathway	hsa05030	Cocaine addiction - Homo sapiens (human)	BFO:0000050	wikipathways	WP2636	Common Pathways Underlying Drug Addiction
kegg.pathway	hsa05031	Amphetamine addiction - Homo sapiens (human)	BFO:0000050	wikipathways	WP2636	Common Pathways Underlying Drug Addiction
kegg.pathway	hsa05032	Morphine addiction - Homo sapiens (human)	BFO:0000050	wikipathways	WP2636	Common Pathways Underlying Drug Addiction
kegg.pathway	hsa05034	Alcoholism - Homo sapiens (human)	BFO:0000050	wikipathways	WP2636	Common Pathways Underlying Drug Addiction
kegg.pathway	hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)	BFO:0000050	decopath	DC6-3	Pathogenic Escherichia coli infection
kegg.pathway	hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2272	Pathogenic Escherichia coli infection
kegg.pathway	hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2272	Pathogenic Escherichia coli infection
kegg.pathway	hsa05164	Influenza A - Homo sapiens (human)	BFO:0000050	decopath	DC6-2	Influenza
kegg.pathway	hsa05164	Influenza A - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-168254	Influenza Infection
kegg.pathway	hsa05164	Influenza A - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-168255	Influenza Life Cycle
kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human)	BFO:0000050	decopath	DC6	Disease pathways
kegg.pathway	hsa05213	Endometrial cancer - Homo sapiens (human)	BFO:0000050	decopath	DC6-10-2	Endometrial cancer
kegg.pathway	hsa05213	Endometrial cancer - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4155	Endometrial cancer
kegg.pathway	hsa05213	Endometrial cancer - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4155	Endometrial cancer
kegg.pathway	hsa05219	Bladder cancer - Homo sapiens (human)	BFO:0000050	decopath	DC6-10-1	Bladder cancer
kegg.pathway	hsa05219	Bladder cancer - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2828	Bladder Cancer
kegg.pathway	hsa05219	Bladder cancer - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2828	Bladder Cancer
kegg.pathway	hsa05225	Hepatocellular carcinoma - Homo sapiens (human)	BFO:0000050	wikipathways	WP3646	Hepatitis C and Hepatocellular Carcinoma
kegg.pathway	hsa05330	Allograft rejection - Homo sapiens (human)	BFO:0000050	decopath	DC2-1-2	Allograft Rejection 
kegg.pathway	hsa05330	Allograft rejection - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-1280218	Adaptive Immune System
kegg.pathway	hsa05330	Allograft rejection - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-168256	Immune System
kegg.pathway	hsa05330	Allograft rejection - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2328	Allograft Rejection
kegg.pathway	hsa05330	Allograft rejection - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2328	Allograft Rejection
kegg.pathway	hsa05332	Graft-versus-host disease - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-1280218	Adaptive Immune System
kegg.pathway	hsa05332	Graft-versus-host disease - Homo sapiens (human)	BFO:0000050	reactome	R-HSA-168256	Immune System
kegg.pathway	hsa05332	Graft-versus-host disease - Homo sapiens (human)	BFO:0000050	wikipathways	WP2328	Allograft Rejection
kegg.pathway	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)	BFO:0000050	decopath	DC6-6	Arrhythmogenic right ventricular cardiomyopathy
kegg.pathway	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
kegg.pathway	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
pathbank	PW000001	Alanine Metabolism	BFO:0000050	kegg.pathway	hsa00250	Alanine,aspartate and glutamate metabolism - Homo sapiens (human)
pathbank	PW000001	Alanine Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000001	Alanine Metabolism	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW000001	Alanine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000001	Alanine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000001	Alanine Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000001	Alanine Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000001	Alanine Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000001	Alanine Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	kegg.pathway	hsa00250	Alanine,aspartate and glutamate metabolism - Homo sapiens (human)
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000002	Aspartate Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	kegg.pathway	hsa00250	Alanine,aspartate and glutamate metabolism - Homo sapiens (human)
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	kegg.pathway	hsa00471	D-Glutamine and D-glutamate metabolism - Homo sapiens (human) 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-140179	Amine Oxidase reactions 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-140179	Amine Oxidase reactions 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000003	Glutamate Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000004	Glutathione Metabolism	BFO:0000050	decopath	DC1-1-16	Glutathione metabolism
pathbank	PW000004	Glutathione Metabolism	skos:exactMatch	kegg.pathway	hsa00480	Glutathione metabolism - Homo sapiens (human) 
pathbank	PW000004	Glutathione Metabolism	skos:exactMatch	kegg.pathway	hsa00480	Glutathione metabolism - Homo sapiens (human)
pathbank	PW000004	Glutathione Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000004	Glutathione Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000004	Glutathione Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000004	Glutathione Metabolism	skos:exactMatch	reactome	R-HSA-174403	Glutathione synthesis and recycling 
pathbank	PW000004	Glutathione Metabolism	skos:exactMatch	reactome	R-HSA-174403	Glutathione synthesis and recycling 
pathbank	PW000004	Glutathione Metabolism	skos:exactMatch	reactome	R-HSA-174403	Glutathione synthesis and recycling
pathbank	PW000004	Glutathione Metabolism	skos:exactMatch	wikipathways	WP100	Glutathione metabolism
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	decopath	DC1-2-2	Citric acid cycle (TCA)
pathbank	PW000005	Citric Acid Cycle	skos:exactMatch	kegg.pathway	hsa00020	Citrate cycle (TCA cycle) - Homo sapiens (human) 
pathbank	PW000005	Citric Acid Cycle	skos:exactMatch	kegg.pathway	hsa00020	Citrate cycle (TCA cycle) - Homo sapiens (human)
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	kegg.pathway	hsa01200	Carbon metabolism - Homo sapiens (human) 
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	kegg.pathway	hsa01210	2-Oxocarboxylic acid metabolism - Homo sapiens (human) 
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	reactome	R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport 
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	reactome	R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport 
pathbank	PW000005	Citric Acid Cycle	skos:exactMatch	reactome	R-HSA-71403	Citric acid cycle (TCA cycle) 
pathbank	PW000005	Citric Acid Cycle	skos:exactMatch	reactome	R-HSA-71403	Citric acid cycle (TCA cycle) 
pathbank	PW000005	Citric Acid Cycle	skos:exactMatch	reactome	R-HSA-71403	Citric acid cycle (TCA cycle)
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	reactome	R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle 
pathbank	PW000005	Citric Acid Cycle	BFO:0000050	reactome	R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle 
pathbank	PW000005	Citric Acid Cycle	skos:exactMatch	wikipathways	WP78	TCA Cycle
pathbank	PW000006	Alpha Linolenic Acid and Linoleic Acid Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000006	Alpha Linolenic Acid and Linoleic Acid Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000006	Alpha Linolenic Acid and Linoleic Acid Metabolism	BFO:0000050	reactome	R-HSA-556833	Metabolism of lipids 
pathbank	PW000006	Alpha Linolenic Acid and Linoleic Acid Metabolism	BFO:0000050	reactome	R-HSA-556833	Metabolism of lipids 
pathbank	PW000007	Selenoamino Acid Metabolism	BFO:0000050	kegg.pathway	hsa00450	Selenocompound metabolism - Homo sapiens (human) 
pathbank	PW000007	Selenoamino Acid Metabolism	BFO:0000050	kegg.pathway	hsa00450	Selenocompound metabolism - Homo sapiens (human)
pathbank	PW000007	Selenoamino Acid Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human) 
pathbank	PW000007	Selenoamino Acid Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000007	Selenoamino Acid Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000007	Selenoamino Acid Metabolism	skos:exactMatch	reactome	R-HSA-2408522	Selenoamino acid metabolism 
pathbank	PW000007	Selenoamino Acid Metabolism	skos:exactMatch	reactome	R-HSA-2408522	Selenoamino acid metabolism 
pathbank	PW000008	Amino Sugar Metabolism	BFO:0000050	kegg.pathway	hsa00520	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human) 
pathbank	PW000008	Amino Sugar Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000008	Amino Sugar Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	decopath	DC1-1-4	Arginine and proline metabolism
pathbank	PW000010	Arginine and Proline Metabolism	skos:exactMatch	kegg.pathway	hsa00330	Arginine and proline metabolism - Homo sapiens (human) 
pathbank	PW000010	Arginine and Proline Metabolism	skos:exactMatch	kegg.pathway	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000010	Arginine and Proline Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000011	beta-Alanine Metabolism	BFO:0000050	decopath	DC1-1-17	Beta-Alanine metabolism
pathbank	PW000011	beta-Alanine Metabolism	skos:exactMatch	kegg.pathway	hsa00410	beta-Alanine metabolism - Homo sapiens (human)
pathbank	PW000011	beta-Alanine Metabolism	skos:exactMatch	kegg.pathway	hsa00410	beta-Alanine metabolism - Homo sapiens (human)
pathbank	PW000011	beta-Alanine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000011	beta-Alanine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000011	beta-Alanine Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000011	beta-Alanine Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000012	Betaine Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000012	Betaine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000012	Betaine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW000013	Biotin Metabolism	BFO:0000050	decopath	DC1-5-0-2	Biotin Metabolism
pathbank	PW000013	Biotin Metabolism	skos:exactMatch	kegg.pathway	hsa00780	Biotin metabolism - Homo sapiens (human) 
pathbank	PW000013	Biotin Metabolism	skos:exactMatch	kegg.pathway	hsa00780	Biotin metabolism - Homo sapiens (human)
pathbank	PW000013	Biotin Metabolism	BFO:0000050	reactome	R-HSA-196780	Biotin transport and metabolism 
pathbank	PW000013	Biotin Metabolism	BFO:0000050	reactome	R-HSA-196780	Biotin transport and metabolism 
pathbank	PW000014	Butyrate Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000014	Butyrate Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000014	Butyrate Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	decopath	DC1-6-2-1	Caffeine metabolism
pathbank	PW000015	Caffeine Metabolism	skos:exactMatch	kegg.pathway	hsa00232	Caffeine metabolism - Homo sapiens (human) 
pathbank	PW000015	Caffeine Metabolism	skos:exactMatch	kegg.pathway	hsa00232	Caffeine metabolism - Homo sapiens (human)
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	kegg.pathway	hsa00983	Drug metabolism - other enzymes - Homo sapiens (human) 
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	reactome	R-HSA-211981	Xenobiotics 
pathbank	PW000015	Caffeine Metabolism	BFO:0000050	reactome	R-HSA-211981	Xenobiotics 
pathbank	PW000016	Carnitine Synthesis	skos:exactMatch	reactome	R-HSA-71262	Carnitine synthesis
pathbank	PW000016	Carnitine Synthesis	skos:exactMatch	reactome	R-HSA-71262	Carnitine synthesis
pathbank	PW000017	Catecholamine Biosynthesis	skos:exactMatch	reactome	R-HSA-209905	Catecholamine biosynthesis 
pathbank	PW000017	Catecholamine Biosynthesis	skos:exactMatch	reactome	R-HSA-209905	Catecholamine biosynthesis 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	kegg.pathway	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human) 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	reactome	R-HSA-1614635	Sulfur amino acid metabolism 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	reactome	R-HSA-1614635	Sulfur amino acid metabolism 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000018	Cysteine Metabolism	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW000019	D-Arginine and D-Ornithine Metabolism	BFO:0000050	decopath	DC1-1-3	D-Arginine and D-ornithine metabolism
pathbank	PW000019	D-Arginine and D-Ornithine Metabolism	skos:exactMatch	kegg.pathway	hsa00472	D-Arginine and D-ornithine metabolism - Homo sapiens (human) 
pathbank	PW000019	D-Arginine and D-Ornithine Metabolism	skos:exactMatch	kegg.pathway	hsa00472	D-Arginine and D-ornithine metabolism - Homo sapiens (human)
pathbank	PW000019	D-Arginine and D-Ornithine Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000019	D-Arginine and D-Ornithine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000019	D-Arginine and D-Ornithine Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000021	Ethanol Degradation	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000021	Ethanol Degradation	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	kegg.pathway	hsa00062	Fatty acid elongation - Homo sapiens (human) 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-211935	Fatty acids 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-211935	Fatty acids 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-556833	Metabolism of lipids 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-556833	Metabolism of lipids 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-8978868	Fatty acid metabolism 
pathbank	PW000022	Fatty Acid Elongation in Mitochondria	BFO:0000050	reactome	R-HSA-8978868	Fatty acid metabolism 
pathbank	PW000023	Fatty Acid Metabolism	BFO:0000050	decopath	DC1-3-3	Fatty acid metabolism
pathbank	PW000023	Fatty Acid Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW000023	Fatty Acid Metabolism	skos:exactMatch	kegg.pathway	hsa01212	Fatty acid metabolism - Homo sapiens (human) 
